numSample,radar_X_m,radar_Y_m,radar_Z_m,dim_X_m,dim_Y_m,dim_Z_m,rotation_y,class
8184,44.8,-0.68,-0.22,4.7,2.13,1.98,0.0,1
8184,46.55,3.36,-0.22,4.7,2.0,2.04,0.0,1
8184,90.3,14.03,-1.0,4.7,2.0,1.7,3.14,1
8186,36.73,13.59,-1.0,4.7,2.0,1.7,3.11,1
8186,43.39,-1.51,-0.47,4.7,2.0,1.7,0.0,1
8186,52.27,2.43,-0.79,4.7,2.0,1.7,0.0,1
8188,15.26,13.78,-0.24,4.7,2.0,1.7,3.14,1
8188,42.59,-1.83,-0.47,4.7,2.0,1.79,0.0,1
8188,54.38,2.03,-0.79,4.7,2.0,1.7,0.0,1
8189,42.24,-2.0,0.19,4.7,2.05,1.7,0.0,1
8189,55.41,1.88,-0.11,4.7,2.0,1.7,0.0,1
8190,41.97,-2.18,-0.19,4.7,2.0,1.79,0.0,1
8190,56.39,1.57,-0.63,4.7,2.0,1.7,0.0,1
8191,41.59,-2.32,0.21,4.73,1.92,1.8,0.0,1
8191,57.4,1.36,-0.25,4.77,1.83,1.42,-0.02,1
8192,41.01,-2.61,-0.21,4.7,2.06,1.81,0.0,1
8192,58.17,1.19,-0.8,4.7,2.0,1.7,0.0,1
8193,40.6,-2.66,0.29,4.7,2.0,1.7,0.0,1
8193,59.14,1.1,-0.28,4.7,2.0,1.7,0.0,1
8194,40.14,-2.79,-0.45,4.7,2.0,1.65,0.0,1
8194,59.9,1.01,-1.0,4.7,2.0,1.7,0.0,1
8195,39.54,-2.86,0.22,4.7,2.0,1.7,0.0,1
8195,60.77,0.74,-0.57,4.7,2.0,1.7,0.0,1
8196,39.12,-3.0,-0.08,4.7,2.0,1.7,0.0,1
8196,61.6,0.73,-1.0,4.7,2.0,1.7,0.03,1
8197,38.52,-3.15,0.21,4.7,2.0,1.7,0.0,1
8197,62.28,0.7,-0.27,4.7,2.0,1.7,0.0,1
8201,34.0,-3.4,0.4,4.7,2.0,1.75,0.03,1
8201,67.6,1.37,0.0,4.7,2.0,1.7,0.06,1
8202,33.35,-3.44,0.01,4.7,2.09,1.76,0.03,1
8202,68.11,1.58,-1.08,4.7,2.0,1.7,0.09,1
8203,32.75,-3.36,0.35,4.7,2.0,1.7,0.06,1
8203,68.79,1.71,-0.14,4.7,2.0,1.7,0.06,1
8204,31.99,-3.43,0.1,4.7,2.09,1.7,0.06,1
8204,69.14,1.88,-0.42,4.7,2.0,1.7,0.06,1
8205,31.42,-3.39,0.37,4.7,2.06,1.7,0.04,1
8205,69.68,1.98,-0.04,4.7,2.0,1.7,0.03,1
8206,30.69,-3.37,-0.05,4.7,1.97,1.73,0.07,1
8206,70.21,2.38,-1.14,4.77,1.78,1.4,0.13,1
8207,30.03,-3.34,0.29,4.7,2.05,1.75,0.06,1
8207,70.58,2.47,-0.34,4.7,2.0,1.7,0.09,1
8208,29.4,-3.48,0.15,5.02,2.25,1.84,0.04,1
8208,71.02,2.48,-0.66,4.73,1.66,1.44,0.13,1
8209,26.34,-3.41,0.13,4.7,2.03,1.7,0.06,1
8209,72.33,2.75,-1.0,4.7,2.0,1.7,0.06,1
8210,25.86,-3.31,0.22,4.95,2.06,1.7,0.06,1
8210,72.6,2.93,-0.02,4.7,2.0,1.7,0.06,1
8211,24.91,-3.36,0.16,4.7,2.0,1.7,0.07,1
8211,72.95,2.84,-0.79,4.7,2.0,1.7,0.09,1
8212,24.38,-3.39,0.34,5.04,2.14,1.75,0.02,1
8212,73.1,2.93,-0.06,4.7,2.0,1.7,0.06,1
8213,23.31,-3.44,0.17,4.7,2.0,1.7,0.06,1
8213,73.37,2.96,-0.82,4.7,2.0,1.7,0.15,1
8214,22.71,-3.52,0.44,4.87,2.11,1.78,0.04,1
8214,73.7,2.66,-0.25,4.7,1.58,1.46,0.01,1
8215,26.11,11.27,-0.14,4.7,2.0,1.7,3.14,1
8215,18.44,-3.62,0.37,4.7,2.05,1.7,0.06,1
8215,74.46,2.48,-0.33,4.7,2.0,1.7,0.0,1
8216,17.5,-3.61,0.56,4.7,2.0,1.7,0.06,1
8216,14.57,10.97,0.47,4.7,2.0,1.7,3.14,1
8216,74.55,2.39,0.53,4.7,2.0,1.7,0.0,1
8217,13.06,-3.83,0.47,4.7,2.17,1.7,0.03,1
8217,75.05,1.21,-0.12,4.7,2.0,1.7,0.06,1
8218,12.31,-3.94,0.43,4.7,2.1,1.4,0.0,1
8218,75.08,0.79,0.53,4.75,2.08,1.47,0.09,1
8219,11.25,-4.0,0.39,4.7,2.09,1.7,0.0,1
8219,75.09,0.2,-0.34,4.7,2.0,1.7,0.0,1
8220,10.56,-4.12,0.41,4.75,2.08,1.61,-0.02,1
8220,75.3,-0.4,0.55,4.77,1.77,1.56,-0.0,1
8222,8.83,-4.27,0.43,4.7,2.09,1.7,0.0,1
8222,75.16,-1.14,0.54,4.7,2.0,1.7,0.0,1
8228,75.27,-4.42,-0.72,4.7,2.0,1.7,0.0,1
8229,75.38,-4.42,-1.0,4.7,2.0,1.7,0.0,1
8229,211.99,-12.81,-4.42,4.7,2.0,1.7,0.0,1
8232,76.61,-4.1,-0.54,4.7,2.0,1.7,0.0,1
8263,17.78,0.58,0.11,4.7,2.06,1.7,0.0,1
8263,14.47,10.56,-0.04,4.7,2.0,1.7,3.14,1
8263,15.54,14.38,-0.04,4.7,2.0,1.7,3.2,1
8264,19.29,0.42,0.24,4.7,2.0,1.79,0.01,1
8267,20.18,0.47,-0.06,4.72,1.95,1.54,0.01,1
8270,21.03,0.66,0.39,4.79,2.05,1.62,0.06,1
8271,21.21,0.7,0.28,4.7,2.09,1.7,0.03,1
8272,21.42,0.79,0.41,4.7,2.0,1.7,0.06,1
8274,21.94,0.85,0.44,4.7,2.03,1.7,0.03,1
8275,23.04,0.21,0.17,4.7,2.02,1.7,0.0,1
8276,23.22,0.17,0.26,4.7,2.09,1.86,0.0,1
8278,23.42,0.07,0.35,4.7,2.0,1.7,0.0,1
8289,23.96,-0.25,0.19,4.7,2.09,1.7,0.0,1
8290,24.11,-0.3,0.35,4.7,2.0,1.7,0.0,1
8291,24.42,-0.39,0.39,4.7,2.17,1.7,0.0,1
8292,24.51,-0.44,0.02,4.7,2.17,1.78,0.0,1
8293,24.84,-0.5,0.0,4.76,2.13,1.81,-0.03,1
8294,25.14,-0.59,0.22,4.7,2.0,1.7,-0.03,1
8295,25.29,-0.68,0.24,4.7,2.06,1.7,0.0,1
8296,25.48,-0.74,0.38,4.7,2.0,1.75,-0.03,1
8297,26.16,-1.15,0.68,4.7,2.0,1.72,-0.09,1
8298,26.27,-1.34,0.52,4.7,2.03,1.7,-0.15,1
8299,26.47,-1.51,0.68,4.7,2.0,1.78,-0.15,1
8300,26.5,-1.61,0.16,4.7,2.0,1.7,-0.15,1
8301,26.73,-1.81,0.55,4.77,2.01,1.5,-0.17,1
8302,26.75,-2.07,0.3,4.7,2.0,1.7,-0.19,1
8303,26.86,-2.11,0.26,4.7,2.0,1.7,-0.15,1
8304,26.97,-2.23,0.3,4.7,2.0,1.7,-0.21,1
8305,26.99,-2.4,0.64,4.7,2.0,1.7,-0.18,1
8307,27.11,-2.71,0.68,4.7,2.0,1.7,-0.21,1
8330,15.46,-0.17,0.56,4.7,2.0,1.7,0.0,1
8331,13.89,-0.11,0.41,4.7,2.0,1.7,0.0,1
8331,57.76,12.14,-0.79,4.7,2.0,1.7,3.53,1
8331,44.23,16.8,0.01,0.37,0.32,1.67,4.71,4
8331,43.64,14.68,0.11,0.37,0.38,1.82,3.12,4
8331,42.45,13.42,0.21,0.37,0.51,1.97,3.12,4
8331,41.86,14.34,0.08,0.15,0.43,1.7,3.15,4
8331,42.05,14.98,0.06,0.32,0.4,1.68,3.15,4
8331,41.87,15.53,0.03,0.24,0.44,1.62,3.12,4
8332,13.48,-0.08,0.55,4.7,2.09,1.7,-0.01,1
8332,40.31,15.28,-0.13,0.54,0.6,1.76,3.56,4
8332,56.83,11.62,-0.34,4.7,2.0,1.7,3.47,1
8332,40.14,14.28,-0.13,0.54,0.63,1.76,3.56,4
8332,40.48,13.36,-0.13,0.54,0.63,1.76,3.56,4
8332,42.81,16.89,-0.1,0.54,0.63,1.83,3.56,4
8332,42.17,14.69,-0.1,0.54,0.63,1.82,3.56,4
8333,13.02,-0.07,0.41,4.7,2.0,1.7,0.0,1
8333,38.67,13.36,-0.24,0.6,0.5,1.81,4.71,4
8333,38.52,14.47,-0.28,0.46,0.72,1.75,3.0,4
8333,40.72,14.76,-0.34,0.18,0.44,1.75,3.19,4
8333,38.61,15.31,-0.28,0.68,0.92,1.77,2.85,4
8333,55.19,11.63,-0.85,4.7,2.0,1.7,3.35,1
8333,41.54,16.79,-0.46,0.68,0.92,1.77,3.0,4
8335,18.38,8.52,0.24,4.7,2.0,1.7,1.56,1
8337,26.75,3.12,-0.97,4.7,2.0,1.7,2.99,1
8338,23.89,3.5,-0.84,4.7,2.05,1.7,-0.15,1
8339,21.12,3.76,-0.1,4.7,2.05,1.7,2.99,1
8340,18.34,4.05,-0.14,4.49,2.15,1.7,3.02,1
8341,15.84,4.18,0.17,4.7,2.05,1.7,3.02,1
8342,58.57,-3.78,-0.45,4.7,2.0,1.7,2.99,1
8343,52.91,-2.67,0.33,4.7,2.0,1.7,2.99,1
8344,47.19,-1.47,-0.05,4.7,2.0,1.7,3.02,1
8345,41.46,-0.46,0.4,4.7,2.0,1.7,2.99,1
8346,35.73,0.48,-0.06,4.7,2.0,1.7,3.05,1
8347,30.16,1.34,0.61,4.7,2.0,1.7,3.02,1
8348,24.04,1.98,0.04,4.05,1.86,1.49,3.04,1
8349,18.76,2.56,0.31,4.7,2.0,1.47,3.08,1
8350,12.86,2.93,0.25,4.11,1.9,1.46,3.08,1
8351,7.36,3.26,0.4,4.37,2.0,1.49,3.11,1
8359,21.96,5.03,-0.01,0.59,0.83,1.75,0.0,4
8359,78.75,1.05,-1.0,4.7,2.0,1.7,0.06,1
8360,78.48,1.46,-1.0,4.7,2.0,1.7,0.0,1
8361,78.32,3.77,-0.7,4.7,1.82,1.44,0.16,1
8362,78.28,4.47,-0.76,4.7,2.0,1.7,0.21,1
8363,78.3,4.95,-0.27,4.7,2.0,1.7,0.06,1
8364,78.37,5.98,-1.07,4.7,2.0,1.7,6.55,1
8365,78.5,6.77,-0.24,4.7,2.0,1.7,0.21,1
8366,78.62,7.41,-1.22,4.7,2.0,1.7,0.21,1
8367,78.87,8.12,0.52,4.7,2.0,1.7,0.24,1
8368,79.07,8.88,-0.52,4.7,2.0,1.7,0.21,1
8369,79.19,9.64,0.51,4.7,2.0,1.78,0.18,1
8370,79.63,10.54,0.01,4.7,2.0,1.7,0.3,1
8371,79.79,11.42,-0.08,4.7,2.0,1.7,0.21,1
8372,80.15,11.92,-1.15,4.7,2.0,1.7,0.27,1
8373,82.34,12.99,-0.11,4.7,2.0,1.7,0.24,1
8404,27.05,6.29,0.34,4.7,2.0,1.7,3.05,1
8404,78.34,-8.19,1.32,4.7,2.0,1.7,-0.18,1
8404,99.16,-11.39,1.32,4.7,2.0,1.8,-0.15,1
8405,23.47,6.39,0.01,3.79,1.79,1.52,3.06,1
8405,78.43,-8.12,-0.84,4.7,2.0,1.7,-0.12,1
8405,98.86,-11.57,-1.28,4.7,2.0,1.7,-0.09,1
8406,20.8,6.5,0.22,4.7,2.0,1.7,3.05,1
8406,78.4,-8.06,1.08,4.7,2.0,1.7,-0.09,1
8410,77.63,-4.8,-0.19,4.76,1.37,1.4,-0.03,1
8411,77.17,-3.98,-0.33,4.7,2.0,1.84,0.0,1
8412,77.02,-3.22,0.47,4.7,2.0,1.7,0.0,1
8413,76.82,-2.49,-0.26,4.71,2.05,1.7,-0.05,1
8413,9.97,16.0,-0.29,4.01,1.71,1.44,1.78,1
8414,76.46,-1.47,0.55,4.7,2.0,1.7,-0.03,1
8415,76.22,-0.53,0.04,4.7,2.0,1.7,0.0,1
8416,75.73,0.25,0.59,4.7,2.0,1.7,0.0,1
8417,75.63,0.72,0.42,4.7,2.13,1.7,0.0,1
8418,73.61,3.11,1.26,4.7,2.0,1.7,0.06,1
8419,72.8,3.02,0.44,4.71,2.01,1.72,0.01,1
8420,72.54,2.67,-0.27,4.77,2.01,1.7,0.0,1
8421,71.88,2.66,-0.35,4.7,2.0,1.75,6.31,1
8422,71.63,2.35,-1.13,4.7,2.0,1.7,0.0,1
8422,89.95,2.42,-1.27,4.7,2.0,1.7,0.0,1
8423,70.8,1.8,-0.37,4.7,2.0,1.7,0.0,1
8423,89.55,2.04,-0.66,4.7,2.0,1.7,0.0,1
8424,70.41,1.39,0.38,4.7,2.0,1.7,0.0,1
8424,89.46,0.96,0.75,4.7,2.0,1.7,0.0,1
8425,70.05,1.28,-0.39,4.7,2.0,1.7,0.0,1
8425,89.25,0.25,-0.75,4.7,2.0,1.7,0.0,1
8426,69.64,0.91,0.55,4.7,2.0,1.7,0.0,1
8431,66.97,0.74,-0.39,4.7,2.0,1.7,0.0,1
8441,64.86,0.77,0.84,4.7,2.0,1.84,0.0,1
8441,79.1,5.18,0.8,4.7,2.0,1.7,3.14,1
8448,25.64,4.42,0.17,6.34,2.41,1.7,3.14,1
8448,64.3,0.15,-0.52,4.7,2.0,2.01,0.0,1
8448,79.49,4.57,-1.0,4.7,2.0,1.7,3.14,1
8448,84.66,-0.66,-1.0,4.7,2.0,1.7,-0.01,1
8448,176.99,-5.39,-2.81,4.7,2.0,1.7,-0.09,1
8449,19.19,4.42,0.33,5.38,2.33,1.93,3.14,1
8449,64.43,0.27,0.28,4.7,2.0,1.7,0.0,1
8452,36.82,4.13,0.42,4.7,2.0,1.7,3.14,1
8452,63.9,-0.45,0.93,4.7,2.0,1.7,0.0,1
8455,18.78,4.17,0.26,4.7,2.0,1.7,3.14,1
8455,63.64,-0.71,-0.27,4.7,2.0,1.7,0.0,1
8458,63.49,-0.58,-0.27,4.7,2.0,1.7,0.0,1
8476,63.38,-1.3,-0.3,4.7,2.0,1.7,-0.06,1
8476,78.63,-6.35,-0.41,4.7,2.22,1.85,-0.12,1
8476,131.79,-14.39,-0.8,4.7,2.0,1.7,-0.25,1
8477,63.25,-1.67,-1.05,4.7,2.0,1.7,-0.15,1
8477,78.18,-6.9,-1.31,4.7,2.13,1.7,-0.15,1
8479,63.25,-2.27,-1.08,4.73,2.01,1.4,-0.09,1
8479,77.28,-7.92,-1.29,4.78,2.09,1.61,-0.14,1
8479,124.19,-15.72,-2.01,4.78,2.09,1.61,-0.26,1
8497,52.55,-3.34,0.02,4.7,2.0,1.78,-0.09,1
8497,57.6,-8.79,0.04,4.7,2.07,1.95,-0.15,1
8497,88.63,-11.28,0.56,4.7,2.0,1.7,-0.09,1
8497,126.44,-14.4,1.53,4.7,2.0,1.7,-0.15,1
8528,20.74,8.98,0.29,4.7,2.0,1.7,0.99,1
8528,37.14,6.16,0.4,4.7,2.0,1.7,2.87,1
8528,41.4,-4.24,0.7,4.7,2.0,1.7,0.09,1
8528,115.28,-6.65,1.19,4.7,2.0,1.7,-0.15,1
8532,30.69,8.15,-1.0,4.7,2.0,1.7,2.66,1
8532,36.07,13.52,-0.61,0.49,0.48,1.75,3.14,4
8532,21.56,20.41,-1.0,4.7,2.0,1.7,1.47,1
8532,56.4,-3.53,-1.02,4.7,2.0,1.7,0.0,1
8534,10.6,18.64,-0.24,4.7,2.0,1.7,1.59,1
8534,27.67,9.23,-0.45,4.7,2.0,1.7,-0.53,1
8534,20.6,24.18,-0.48,4.7,2.0,1.7,1.5,1
8535,26.22,9.58,-0.16,4.7,2.0,1.7,2.48,1
8535,20.06,25.84,-0.68,4.7,2.0,1.7,1.56,1
8535,61.91,-3.71,-0.4,4.7,2.0,1.7,0.0,1
8545,21.55,8.57,0.08,4.79,1.87,1.53,0.28,1
8553,25.19,4.9,-0.25,4.62,2.0,1.7,0.0,1
8553,30.64,12.18,-0.72,4.7,2.0,1.7,3.11,1
8553,55.97,4.93,-1.23,4.7,2.0,1.76,0.0,1
8557,21.74,5.57,-0.15,4.7,2.0,1.7,0.0,1
8557,43.46,5.25,-0.64,4.7,2.0,1.87,0.0,1
8564,12.0,5.65,0.22,4.24,2.0,1.7,0.0,1
8564,27.85,5.77,-0.04,4.7,2.0,1.7,0.09,1
8564,40.97,11.08,-0.3,4.7,2.0,1.7,0.96,1
8564,174.63,-3.58,4.76,4.7,2.0,1.7,-0.12,1
8568,35.82,9.7,1.15,6.05,2.68,2.23,3.12,1
8569,28.4,9.83,1.74,5.97,2.66,2.17,3.11,1
8576,34.67,8.38,0.45,5.74,2.28,1.7,3.02,1
8606,9.01,8.56,0.33,4.7,2.0,1.7,3.14,1
8606,22.1,11.68,0.07,4.7,2.0,1.7,3.14,1
8606,45.76,11.22,-0.35,4.7,2.0,1.7,3.14,1
8606,64.99,10.86,-0.42,4.7,2.0,1.7,3.14,1
8606,17.18,-0.55,0.32,4.7,2.0,1.7,0.0,1
8606,38.36,-5.35,-0.23,4.7,2.0,1.73,-0.03,1
8606,47.17,-10.01,-0.57,4.7,2.0,1.7,0.0,1
8625,11.78,-0.15,0.5,5.41,2.05,1.7,0.0,1
8625,32.71,-3.68,0.35,4.7,2.0,1.95,0.06,1
8625,18.31,17.54,0.07,4.7,2.0,1.7,3.14,1
8625,23.75,17.4,0.07,4.7,2.0,1.7,3.05,1
8628,11.27,-0.2,0.55,4.7,2.0,1.7,0.0,1
8628,31.45,-3.59,0.47,4.7,2.0,1.7,0.04,1
8661,53.94,1.16,-0.16,4.71,1.7,1.47,-0.02,1
8661,104.62,0.9,1.04,4.71,1.8,1.45,0.01,1
8663,55.68,0.54,-0.66,4.7,2.0,1.7,0.0,1
8663,105.57,0.31,1.29,4.7,2.0,1.7,0.0,1
8664,56.54,0.2,0.13,4.7,2.0,1.7,0.0,1
8664,105.97,-0.3,2.85,4.7,2.0,1.7,0.0,1
8667,58.96,-0.27,-0.08,4.7,2.0,1.7,0.0,1
8667,106.8,-0.9,2.3,4.7,2.0,1.7,0.0,1
8668,59.63,-0.21,0.24,4.7,2.0,1.7,0.0,1
8668,106.96,-0.61,3.31,4.7,2.0,1.7,0.0,1
8669,60.26,-0.29,0.2,4.7,2.0,1.7,0.0,1
8669,107.18,-0.6,2.23,4.7,2.0,1.7,0.0,1
8670,66.18,-0.31,0.96,4.72,2.0,1.71,-0.02,1
8670,61.38,13.82,0.65,4.74,2.09,1.75,3.14,1
8672,55.62,0.28,-0.15,4.7,2.0,1.7,0.0,1
8672,84.91,3.48,-1.39,4.7,2.0,1.82,0.09,1
8673,54.83,1.55,0.49,4.7,2.0,1.7,0.12,1
8673,82.67,5.49,0.63,4.7,2.0,1.7,0.18,1
8674,54.77,1.72,-0.9,4.76,1.73,1.13,0.07,1
8674,82.11,6.01,-1.15,4.7,1.75,1.45,0.19,1
8675,54.48,2.04,0.01,4.7,2.0,1.7,0.12,1
8675,81.57,6.23,-0.23,4.7,2.0,1.7,0.18,1
8677,53.75,2.62,0.39,4.7,2.0,1.7,0.15,1
8677,79.62,6.63,0.47,4.7,2.0,1.87,0.24,1
8678,53.12,2.65,-0.09,4.7,2.0,1.7,0.13,1
8678,78.35,6.88,-0.29,4.7,2.0,1.7,0.24,1
8679,52.68,2.95,-0.54,4.7,2.0,1.7,0.21,1
8679,77.92,6.69,-1.0,4.7,2.0,1.7,0.24,1
8680,52.33,2.56,-0.11,4.7,2.0,1.7,0.17,1
8680,77.27,6.53,-0.31,4.7,2.0,1.82,0.18,1
8689,28.6,12.99,-0.18,4.7,2.0,1.7,3.14,1
8689,34.42,-0.14,0.57,4.7,2.0,1.7,0.0,1
8689,42.83,-5.71,0.82,4.7,2.0,1.7,-0.69,1
8691,29.77,-0.71,0.19,4.71,1.81,1.4,-0.08,1
8691,99.01,11.58,-0.57,4.71,1.51,1.43,3.15,1
8695,28.57,-0.79,0.87,4.77,1.76,1.42,-0.05,1
8695,66.8,10.71,0.4,4.73,1.57,1.46,3.15,1
8696,28.34,-0.63,0.86,4.76,2.01,1.4,0.07,1
8696,55.03,10.41,0.4,4.75,2.04,1.73,3.14,1
8697,28.1,-0.67,-0.22,4.7,2.0,1.7,0.0,1
8697,49.08,10.2,-0.93,4.7,2.0,1.7,3.14,1
8698,28.0,-0.64,0.3,4.7,2.0,1.7,0.0,1
8698,43.38,10.23,-0.25,4.7,2.0,1.7,3.14,1
8701,27.78,-0.43,0.1,4.7,2.0,1.7,0.0,1
8702,27.68,-0.42,0.43,4.7,2.0,1.7,0.0,1
8703,27.64,-0.24,-0.03,4.7,2.0,1.7,0.0,1
8706,27.48,-0.33,0.45,4.7,2.0,1.7,0.0,1
8707,27.36,-0.35,0.02,4.7,2.0,1.7,0.0,1
8710,26.48,-0.41,0.16,4.7,2.0,1.7,0.0,1
8723,16.82,-1.2,0.34,3.75,2.0,1.48,-0.21,1
8724,16.55,-1.66,0.37,4.74,1.79,1.45,-0.23,1
8725,15.42,-1.76,0.21,3.67,2.0,1.48,-0.27,1
8726,14.87,-2.02,0.39,3.85,2.0,1.62,-0.3,1
8727,14.43,-2.41,0.23,3.78,2.0,1.59,5.93,1
8728,13.9,-2.78,0.41,3.65,1.87,1.56,-0.42,1
8729,13.48,-3.3,0.29,3.77,2.0,1.62,-0.48,1
8730,13.15,-3.85,0.44,3.82,1.86,1.49,-0.54,1
8731,12.79,-4.6,0.31,3.86,2.0,1.58,-0.63,1
8732,12.71,-5.59,0.49,4.7,2.0,1.49,-0.75,1
8733,57.02,-7.73,-0.72,4.7,2.0,1.7,-0.24,1
8734,57.01,-7.98,0.69,4.7,2.0,1.85,-0.27,1
8735,57.11,-8.15,0.67,4.7,2.0,1.84,-0.24,1
8736,57.16,-8.5,0.71,4.7,2.0,1.84,-0.27,1
8737,57.28,-8.66,0.11,4.7,2.0,1.73,-0.27,1
8738,57.33,-8.75,0.68,4.7,2.0,1.85,-0.3,1
8739,57.83,-9.08,0.16,4.7,2.0,1.7,-0.3,1
8740,58.68,-8.51,-0.39,4.7,2.0,1.7,-0.24,1
8741,58.76,-8.41,0.77,4.7,2.05,1.73,-0.18,1
8742,58.94,-8.21,-0.02,4.7,2.09,1.7,-0.18,1
8743,59.77,-7.02,-0.72,4.7,2.0,1.7,-0.15,1
8744,59.98,-6.84,0.65,4.7,2.0,2.18,-0.15,1
8745,60.13,-6.57,0.23,4.75,1.79,1.86,-0.12,1
8746,60.15,-6.34,0.76,4.7,2.0,1.93,-0.18,1
8747,60.36,-5.84,-0.65,4.7,2.06,1.7,6.19,1
8748,60.68,-4.79,-0.17,4.7,2.0,1.7,-0.09,1
8749,60.79,-4.68,-1.0,4.7,2.0,1.7,-0.06,1
8750,60.99,-3.98,-0.43,4.7,2.0,1.7,-0.03,1
8751,61.15,-3.82,-1.2,4.7,2.0,1.67,0.0,1
8752,61.3,-3.37,-0.11,4.7,2.0,1.7,0.0,1
8753,61.46,-3.27,-0.77,4.7,2.0,1.7,-0.06,1
8754,61.76,-2.52,-1.0,4.7,2.05,1.7,0.0,1
8755,61.96,-2.29,-0.1,4.7,2.0,1.7,0.0,1
8756,62.15,-2.01,-0.08,4.7,2.0,1.69,0.0,1
8757,62.21,-1.78,-0.75,4.7,2.0,1.71,0.0,1
8758,62.45,-1.69,0.1,4.7,2.0,1.9,0.0,1
8759,62.53,-1.36,-0.38,4.7,2.0,1.7,0.0,1
8760,62.47,-1.36,0.3,4.7,2.0,1.7,0.0,1
8761,62.54,-1.23,-0.82,4.7,2.0,1.7,0.0,1
8762,62.63,-1.24,0.18,4.7,2.0,1.76,0.0,1
8763,62.63,-1.12,-1.0,4.7,2.0,1.7,0.0,1
8764,77.79,3.25,0.67,4.72,1.99,1.43,3.15,1
8765,175.1,-1.6,0.39,4.7,2.0,1.7,0.0,1
8765,70.01,3.51,0.07,4.7,2.0,1.7,3.14,1
8766,47.08,3.76,0.5,4.7,2.0,1.7,0.0,1
8767,39.47,3.83,-0.25,4.74,2.06,1.44,9.41,1
8768,31.94,3.73,0.25,4.7,2.0,1.7,3.14,1
8769,24.32,3.82,0.01,4.72,1.9,1.48,3.15,1
8770,16.42,3.8,0.3,4.25,2.0,1.7,3.14,1
8771,8.95,3.93,0.21,4.29,2.01,1.52,3.13,1
8776,30.88,4.07,-0.0,4.72,1.86,1.76,3.14,1
8777,23.77,4.03,-0.17,4.7,2.0,1.7,3.14,1
8778,16.61,3.99,0.02,4.39,2.05,1.55,3.14,1
8779,9.74,3.95,0.38,4.42,2.0,1.7,3.15,1
8780,91.42,-10.32,-0.75,4.7,2.08,1.7,0.0,1
8783,44.57,20.83,0.57,4.7,2.0,1.7,1.32,1
8784,29.53,12.59,0.6,4.7,2.0,1.7,2.69,1
8784,110.46,-34.47,-1.89,4.7,2.0,1.7,12.21,1
8790,19.77,4.88,0.43,4.7,2.0,1.7,3.23,1
8790,48.77,8.17,0.44,4.7,2.0,1.7,3.29,1
8790,57.59,6.77,0.41,4.7,2.0,1.7,0.18,1
8801,55.16,2.86,-1.0,4.7,2.0,1.7,0.0,1
8802,55.09,2.57,-0.21,4.7,2.0,1.7,0.03,1
8803,55.04,2.0,-0.36,4.7,2.0,1.7,0.0,1
8804,54.82,1.72,0.31,4.7,2.0,1.7,0.0,1
8805,54.66,1.4,-0.65,4.7,2.0,1.7,0.03,1
8806,54.54,1.01,-0.19,4.7,2.0,1.7,0.03,1
8807,54.39,0.61,-0.69,4.7,2.0,1.7,0.0,1
8808,54.2,0.26,-0.11,4.7,2.0,1.7,0.0,1
8809,54.2,-0.09,-1.0,4.7,2.0,1.7,0.0,1
8810,54.22,-0.32,-0.25,4.78,1.82,1.41,-0.0,1
8811,53.56,-1.15,-0.72,4.7,2.0,1.7,0.0,1
8812,53.52,-1.46,-0.11,4.7,2.0,1.7,0.0,1
8813,53.44,-1.59,-0.65,4.7,2.0,1.7,0.0,1
8814,53.35,-1.83,0.13,4.7,2.0,1.7,-0.05,1
8815,53.32,-1.95,-0.79,4.7,2.0,1.7,-0.03,1
8816,53.23,-2.25,0.69,4.7,2.0,1.7,-0.06,1
8817,53.1,-2.28,0.14,4.7,2.0,1.7,-0.06,1
8820,53.5,-3.31,0.16,4.7,2.0,1.81,-0.12,1
8821,53.52,-3.15,0.34,4.7,2.0,1.78,-0.06,1
8822,53.7,-3.26,-0.41,4.7,2.0,1.73,-0.09,1
8823,53.86,-3.02,0.61,4.7,2.0,1.76,-0.09,1
8824,53.84,-3.06,0.1,4.7,2.0,1.84,-0.12,1
8825,53.95,-2.81,0.67,4.79,1.71,1.66,-0.02,1
8826,53.9,-2.71,-0.26,4.7,2.0,1.7,18.76,1
8827,53.9,-2.7,0.62,4.7,2.0,1.73,-0.06,1
8828,53.91,-2.59,0.12,4.7,2.0,1.81,0.0,1
8829,53.89,-2.43,0.69,4.7,2.0,1.7,-0.06,1
8830,53.63,-2.29,0.62,4.7,2.0,1.7,-0.04,1
8831,53.63,-1.99,-0.54,4.79,1.8,1.79,0.0,1
8832,53.32,-2.05,-1.08,4.7,2.0,1.85,0.0,1
8833,53.31,-1.87,-1.12,4.7,2.06,1.7,0.0,1
8834,53.3,-1.87,-1.15,4.7,1.8,1.64,0.0,1
8835,53.08,-1.73,-0.46,4.7,2.0,1.7,0.0,1
8836,52.86,-1.7,0.15,4.7,2.0,1.78,-0.03,1
8837,52.71,-1.31,-1.09,4.7,2.0,1.7,0.0,1
8838,52.57,-1.16,-0.22,4.7,2.0,1.7,0.0,1
8839,52.47,-1.23,-0.88,4.7,2.0,1.7,0.0,1
8840,52.33,-0.91,-0.24,4.7,2.0,1.7,0.0,1
8841,52.0,-1.18,-0.53,4.7,2.0,1.77,0.0,1
8842,51.7,-1.23,-0.52,4.72,1.85,1.72,-0.0,1
